date,product_name,size,unit_price,quantity
2022-01-01,Chicken Shawarma,Small,10,39
2022-01-01,Chicken Shawarma,Medium,12,63
2022-01-01,Chicken Shawarma,Large,14,47
2022-01-01,Meat Shawarma,Small,12,33
2022-01-01,Meat Shawarma,Medium,15,44
2022-01-01,Meat Shawarma,Large,18,29
2022-01-01,Mixed Shawarma,Small,14,27
2022-01-01,Mixed Shawarma,Medium,17,31
2022-01-01,Mixed Shawarma,Large,20,26
2022-01-02,Chicken Shawarma,Small,10,33
2022-01-02,Chicken Shawarma,Medium,12,45
2022-01-02,Chicken Shawarma,Large,14,44
2022-01-02,Meat Shawarma,Small,12,23
2022-01-02,Meat Shawarma,Medium,15,37
2022-01-02,Meat Shawarma,Large,18,39
2022-01-02,Mixed Shawarma,Small,14,25
2022-01-02,Mixed Shawarma,Medium,17,31
2022-01-02,Mixed Shawarma,Large,20,25
2022-01-03,Chicken Shawarma,Small,10,21
2022-01-03,Chicken Shawarma,Medium,12,41
2022-01-03,Chicken Shawarma,Large,14,31
2022-01-03,Meat Shawarma,Small,12,21
2022-01-03,Meat Shawarma,Medium,15,28
2022-01-03,Meat Shawarma,Large,18,22
2022-01-03,Mixed Shawarma,Small,14,13
2022-01-03,Mixed Shawarma,Medium,17,26
2022-01-03,Mixed Shawarma,Large,20,21
2022-01-04,Chicken Shawarma,Small,10,23
2022-01-04,Chicken Shawarma,Medium,12,30
2022-01-04,Chicken Shawarma,Large,14,26
2022-01-04,Meat Shawarma,Small,12,19
2022-01-04,Meat Shawarma,Medium,15,26
2022-01-04,Meat Shawarma,Large,18,22
2022-01-04,Mixed Shawarma,Small,14,17
2022-01-04,Mixed Shawarma,Medium,17,20
2022-01-04,Mixed Shawarma,Large,20,20
2022-01-05,Chicken Shawarma,Small,10,26
2022-01-05,Chicken Shawarma,Medium,12,42
2022-01-05,Chicken Shawarma,Large,14,28
2022-01-05,Meat Shawarma,Small,12,16
2022-01-05,Meat Shawarma,Medium,15,24
2022-01-05,Meat Shawarma,Large,18,20
2022-01-05,Mixed Shawarma,Small,14,14
2022-01-05,Mixed Shawarma,Medium,17,24
2022-01-05,Mixed Shawarma,Large,20,19
2022-01-06,Chicken Shawarma,Small,10,24
2022-01-06,Chicken Shawarma,Medium,12,34
2022-01-06,Chicken Shawarma,Large,14,27
2022-01-06,Meat Shawarma,Small,12,16
2022-01-06,Meat Shawarma,Medium,15,30
2022-01-06,Meat Shawarma,Large,18,25
2022-01-06,Mixed Shawarma,Small,14,18
2022-01-06,Mixed Shawarma,Medium,17,21
2022-01-06,Mixed Shawarma,Large,20,16
2022-01-07,Chicken Shawarma,Small,10,39
2022-01-07,Chicken Shawarma,Medium,12,60
2022-01-07,Chicken Shawarma,Large,14,46
2022-01-07,Meat Shawarma,Small,12,27
2022-01-07,Meat Shawarma,Medium,15,41
2022-01-07,Meat Shawarma,Large,18,30
2022-01-07,Mixed Shawarma,Small,14,26
2022-01-07,Mixed Shawarma,Medium,17,29
2022-01-07,Mixed Shawarma,Large,20,28
2022-01-08,Chicken Shawarma,Small,10,42
2022-01-08,Chicken Shawarma,Medium,12,52
2022-01-08,Chicken Shawarma,Large,14,50
2022-01-08,Meat Shawarma,Small,12,24
2022-01-08,Meat Shawarma,Medium,15,49
